value
0.85741
0.85739
0.85734
0.8574
0.85736
0.85736
0.85731
0.85724
0.85727
0.8574
0.85753
0.85773
0.85797
0.85818
0.85849
0.85883
0.8592
0.85968
0.86018
0.86065
0.86115
0.86167
0.86206
0.86244
0.86273
0.86315
0.86351
0.86388
0.86421
0.86455
