value
1.08
1.19
1.25
1.38
1.36
1.43
1.44
1.46
1.49
1.5
1.51
1.52
1.54
1.59
1.64
1.69
1.74
1.78
1.82
1.85
1.88
1.91
1.94
1.95
1.95
1.95
1.94
1.94
1.94
1.94
